WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
straight away;6;adv;3;natychmiast;;
suddenly;6;adv;2;nagle;;
term;6;n;2;termin;;
therefore;6;adv;2;zatem;dlatego;
tie;6;n;2;krawat;;
to abandon;6;v;2;opuścić;;
to bargain;6;v;3;targować się;;
to brainstorm;6;v;2;odbyć burzę mózgów;;
to bring sb up;6;v;3;wychować;;
to brush;6;v;2;szczotkować;;
to celebrate;6;v;2;świętować;;
to charge;6;v;2;pobrać (opłatę);;
to climb;6;v;2;wspinać się;;
to comment;6;v;1;komentować;;
to cut back on;6;v;3;ograniczyć;;
to deserve;6;v;2;zasługiwać;;
to expand;6;v;2;powiększyć;;
to forecast;6;v;2;prognozować;;
to found;6;v;2;ufundować;;
to go bankrupt;6;v;3;zbankrutować;;
to laugh;6;v;1;śmiać się;;
to make sure;6;v;2;upewnić się;;
to negotiate;6;v;1;negocjować;;
to provide;6;v;2;dostarczyć;;
to rename;6;v;2;zmienić nazwę;nazwać ponownie;
to set up;6;v;3;założyć (firmę);;
to spike;6;v;3;nagle wzrosnąć i opaść;;
to steal;6;v;2;kraść;;
to supervise;6;v;2;nadzorować;;
to take place;6;v;2;odbyć się;;
to value;6;v;2;cenić;;
toxin;6;n;1;toksyna;;
unethical;6;and;2;nieetyczny;;
wage;6;n;2;tygodniówka;;
wealthy;6;adj;3;zamożny;;
wholesaler;6;n;3;hurtownik;;
wildlife;6;n;3;fauna i flora;;
youth;6;n;2;młodość;młodzież;
design;7;n;2;projekt;;
abstract;7;adj;1;abstrakcyjny;;
well-designed;7;adj;2;dobrze zaprojektowany;;
extract;7;n;3;urywek;fragment;
restriction;7;n;2;ograniczenie;;
definition;7;n;1;definicja;;
salespeople;7;n;2;sprzedawcy;;
value;7;n;2;wartość;;
to fulfil;7;v;2;spełnić;;
however;7;adv;3;jednakże;;
innovative;7;adj;1;innowacyjny;nowatorski;
product;7;n;1;product;;
misconception;7;n;3;błędne mniemanie;;
style;7;n;1;styl;;
fashion;7;n;2;moda;;
reality;7;n;2;rzeczywistość;;
artist;7;n;1;artysta;;
to manufacture;7;v;3;wytworzyć;;
pattern;7;n;2;wzór;deseń;
innovation;7;n;1;innowacja;;
futuristic;7;adj;1;futurystyczny;;
elegant;7;adj;1;elegancki;;
handmade;7;adj;3;wykonany ręcznie;;
mass-produced;7;adj;2;masowo produkowany;;
functional;7;adj;1;funkcjonalny;;
retro;7;adj;2;staromodny;w stylu retro;
streamlined;7;adj;3;opływowy;aerodynamiczny;
stylish;7;adj;1;stylowy;;
traditional;7;adj;1;tradycyjny;;
modern;7;adj;2;nowoczesny;;
graceful;7;adj;3;pełen wdzięku;;
decade;7;n;1;dekada;;
to influence;7;v;2;wpływać;;
short-lived;7;adj;3;krótkotrwały;przelotny;
ergonomic;7;adj;1;ergonomiczny;;
efficiency;7;n;2;wydajność;;
smooth;7;adj;2;gładki;;
curved;7;adj;2;zaokrąglony;zakrzywiony;
shape;7;n;2;kształt;;
aerodynamics;7;n;1;aerodynamika;;
modernity;7;n;2;nowoczesność;;
appliance;7;n;3;urządzenie;;
reputation;7;n;1;reputacja;;
optimism;7;n;1;optymizm;;
industrialisation;7;n;1;industrializacja;;
folding chair;7;n;3;składane krzesło;;
canvas;7;n;3;płótno;;
demand;7;n;3;popyt;;
variety;7;n;2;różnorodność;;
throwaway society;7;n;3;społeczeństwo konsumpcyjne;;
radical;7;adj;1;radykalny;;
foil;7;n;3;folia;;
competitive;7;adj;3;konkurencyjny;;
advisable;7;adj;2;zalecany;;
solar;7;adj;1;solarny;;
durability;7;n;2;wytrzymałość;;
to illustrate;7;v;1;ilustrować;;
to wind up;7;v;3;nakręcać;;
to sketch;7;v;2;szkicować;;
household;7;n;3;gospodarstwo domowe;;
impact;7;n;3;wpływ;oddziaływanie;
revolutionary;7;adj;2;rewolucyjny;;
hero;7;n;2;bohater;;
consultant;7;n;1;konsultant;;
refrigerator;7;n;2;lodówka;;
interior;7;n;2;wnętrze;;
spacecraft;7;n;2;pojazd kosmiczny;;
principle;7;n;2;zasada;;
to last;7;v;2;trwać;;
simplification;7;n;3;uproszczenie;;
packet;7;n;2;paczka;;
challenge;7;n;2;wyzwanie;;
retention;7;n;3;zachowanie w pamięci;;
visible;7;adj;2;widoczny;;
average;7;adj;2;przeciętny;;
lemon squeezer;7;n;2;wyciskacz do cytryn;;
definitely;7;adv;2;definitywnie;;
exhibition;7;n;2;wystawa;;
trendsetter;7;n;3;prekursor;dyktator mody;
entry form;7;n;3;formularz zgłoszeniowy;;
award;7;n;2;nagroda;;
judge;7;n;2;sędzia;;
durable;7;adj;2;trwały;;
prototype;7;n;1;prototyp;;
outstanding;7;adj;3;wybitny;wyróżniający się;
to consider;7;v;2;rozważyć;;
deadline;7;n;2;nieprzekraczalny termin;;
spotlight;7;n;3;reflektor kierunkowy;;
blow-up pillow;7;n;3;nadmuchiwana poduszka;;
heater;7;n;2;grzejnik;;
solid;7;adj;2;lity;trwały;
advice;7;n;2;rada;;
tune;7;n;2;melodia;;
apostrophe;7;n;3;apostrof;;
to weigh;7;v;2;ważyć;;
signal;7;n;1;sygnał;;
display;7;n;3;wyświetlacz;;
consequently;7;adv;3;w konsekwencji;;
moreover;7;adv;3;co więcej;;
call reception;7;n;3;zasięg sygnału;;
thoroughly;7;adv;3;gruntownie;;
reliability;7;n;2;niezawodność;;
shutter;7;n;3;migawka;;
viewfinder;7;n;3;wizjer;;
below;7;adv;2;poniżej;;
lens;7;n;3;soczewka;;
