WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
expensive;6;adj;2;kosztowny;;
floor-sweeper;6;n;2;zamiatacz;;
fortune;6;n;1;fortuna;;
global;6;adj;1;globalny;;
goal;6;n;2;cel;;
grateful;6;adj;2;wdziêczny;;
hairdressing;6;n;2;fryzjerstwo;;
heading;6;n;2;nag³ówek;;
honest;6;adj;2;uczciwy;;
icon;6;n;1;ikona;;
illegally;6;adv;2;nielegalnie;;
imperative;6;n;3;tryb rozkazuj¹cy;;
impression;6;n;2;wra¿enie;;
instant;6;adj;2;natychmiastowy;momentalny;
instead;6;adv;2;zamiast;;
investment;6;n;1;inwestycja;;
item;6;n;2;rzecz;pozycja;
job centre;6;n;2;urz¹d pracy;;
loss;6;n;2;strata;;
lucrative;6;adj;2;lukratywny;;
magnificent;6;adj;3;wspania³y;;
minutes;6;n;3;protokó³;;
nearby;6;adj;2;pobliski;;
neuromarketing;6;n;2;neuromarketing;;
obituary;6;n;3;nekrolog;;
offer;6;n;2;oferta;;
outlet;6;n;3;punkt sprzeda¿y;;
overseas;6;adj;2;zamorski;;
owner;6;n;2;w³aœciciel;;
passive;6;adj;2;bierny;;
payment;6;n;2;p³atnoœæ;;
peak;6;n;2;szczyt;;
perfume;6;n;2;perfumy;;
physicist;6;n;2;fizyk;;
pioneer;6;n;1;pionier;;
poisonous;6;adj;2;truj¹cy;;
poorhouse;6;n;3;przytu³ek;;
premises;6;n;3;teren (zak³adu);;
previous;6;adj;2;poprzedni;;
procedure;6;n;1;procedura;;
profit;6;n;2;zysk;;
pronoun;6;n;3;zaimek;;
punishment;6;n;2;kara;;
purchase;6;n;2;zakup;;
quantity;6;n;2;iloœæ;;
recent;6;adj;2;niedawny;;
register;6;n;3;rejestr;;
relative;6;n;2;krewny;;
retailer;6;n;3;detalista;;
role;6;n;1;rola;;
rotten;6;adj;3;kiepski;zgni³y;
salary;6;n;2;pensja;;
second-hand;6;adj;2;u¿ywany;;
self-employed;6;adj;2;samozatrudniony;;
seminar;6;n;2;seminarium;;
shoplifting;6;n;3;kradzie¿ sklepowa;;
similar;6;adj;2;podobny;;
similarity;6;n;2;podobieñstwo;;
straight away;6;adv;3;natychmiast;;
suddenly;6;adv;2;nagle;;
term;6;n;2;termin;;
therefore;6;adv;2;zatem;dlatego;
tie;6;n;2;krawat;;
to abandon;6;v;2;opuœciæ;;
to bargain;6;v;3;targowaæ siê;;
to brainstorm;6;v;2;odbyæ burzê mózgów;;
to bring sb up;6;v;3;wychowaæ;;
to brush;6;v;2;szczotkowaæ;;
to celebrate;6;v;2;œwiêtowaæ;;
to charge;6;v;2;pobraæ (op³atê);;
to climb;6;v;2;wspinaæ siê;;
to comment;6;v;1;komentowaæ;;
to cut back on;6;v;3;ograniczyæ;;
to deserve;6;v;2;zas³ugiwaæ;;
to expand;6;v;2;powiêkszyæ;;
to forecast;6;v;2;prognozowaæ;;
to found;6;v;2;ufundowaæ;;
to go bankrupt;6;v;3;zbankrutowaæ;;
to laugh;6;v;1;œmiaæ siê;;
to make sure;6;v;2;upewniæ siê;;
to negotiate;6;v;1;negocjowaæ;;
to provide;6;v;2;dostarczyæ;;
to rename;6;v;2;zmieniæ nazwê;nazwaæ ponownie;
to set up;6;v;3;za³o¿yæ (firmê);;
to spike;6;v;3;nagle wzrosn¹æ i opaœæ;;
to steal;6;v;2;kraœæ;;
to supervise;6;v;2;nadzorowaæ;;
to take place;6;v;2;odbyæ siê;;
to value;6;v;2;ceniæ;;
toxin;6;n;1;toksyna;;
unethical;6;and;2;nieetyczny;;
wage;6;n;2;tygodniówka;;
wealthy;6;adj;3;zamo¿ny;;
wholesaler;6;n;3;hurtownik;;
wildlife;6;n;3;fauna i flora;;
youth;6;n;2;m³odoœæ;m³odzie¿;
design;7;n;2;projekt;;
abstract;7;adj;1;abstrakcyjny;;
well-designed;7;adj;2;dobrze zaprojektowany;;
extract;7;n;3;urywek;fragment;
restriction;7;n;2;ograniczenie;;
definition;7;n;1;definicja;;
salespeople;7;n;2;sprzedawcy;;
value;7;n;2;wartoœæ;;
to fulfil;7;v;2;spe³niæ;;
however;7;adv;3;jednak¿e;;
innovative;7;adj;1;innowacyjny;nowatorski;
product;7;n;1;product;;
misconception;7;n;3;b³êdne mniemanie;;
style;7;n;1;styl;;
fashion;7;n;2;moda;;
reality;7;n;2;rzeczywistoœæ;;
artist;7;n;1;artysta;;
to manufacture;7;v;3;wytworzyæ;;
pattern;7;n;2;wzór;deseñ;
innovation;7;n;1;innowacja;;
futuristic;7;adj;1;futurystyczny;;
elegant;7;adj;1;elegancki;;
handmade;7;adj;3;wykonany rêcznie;;
mass-produced;7;adj;2;masowo produkowany;;
functional;7;adj;1;funkcjonalny;;
retro;7;adj;2;staromodny;w stylu retro;
streamlined;7;adj;3;op³ywowy;aerodynamiczny;
stylish;7;adj;1;stylowy;;
traditional;7;adj;1;tradycyjny;;
modern;7;adj;2;nowoczesny;;
graceful;7;adj;3;pe³en wdziêku;;
decade;7;n;1;dekada;;
to influence;7;v;2;wp³ywaæ;;
short-lived;7;adj;3;krótkotrwa³y;przelotny;
ergonomic;7;adj;1;ergonomiczny;;
efficiency;7;n;2;wydajnoœæ;;
smooth;7;adj;2;g³adki;;
curved;7;adj;2;zaokr¹glony;zakrzywiony;
shape;7;n;2;kszta³t;;
aerodynamics;7;n;1;aerodynamika;;
modernity;7;n;2;nowoczesnoœæ;;
appliance;7;n;3;urz¹dzenie;;
reputation;7;n;1;reputacja;;
optimism;7;n;1;optymizm;;
industrialisation;7;n;1;industrializacja;;
folding chair;7;n;3;sk³adane krzes³o;;
canvas;7;n;3;p³ótno;;
demand;7;n;3;popyt;;
variety;7;n;2;ró¿norodnoœæ;;
throwaway society;7;n;3;spo³eczeñstwo konsumpcyjne;;
radical;7;adj;1;radykalny;;
foil;7;n;3;folia;;
competitive;7;adj;3;konkurencyjny;;
advisable;7;adj;2;zalecany;;
solar;7;adj;1;solarny;;
durability;7;n;2;wytrzyma³oœæ;;
to illustrate;7;v;1;ilustrowaæ;;
to wind up;7;v;3;nakrêcaæ;;
to sketch;7;v;2;szkicowaæ;;
household;7;n;3;gospodarstwo domowe;;
impact;7;n;3;wp³yw;oddzia³ywanie;
revolutionary;7;adj;2;rewolucyjny;;
hero;7;n;2;bohater;;
consultant;7;n;1;konsultant;;
refrigerator;7;n;2;lodówka;;
interior;7;n;2;wnêtrze;;
spacecraft;7;n;2;pojazd kosmiczny;;
principle;7;n;2;zasada;;
to last;7;v;2;trwaæ;;
simplification;7;n;3;uproszczenie;;
packet;7;n;2;paczka;;
challenge;7;n;2;wyzwanie;;
retention;7;n;3;zachowanie w pamiêci;;
visible;7;adj;2;widoczny;;
average;7;adj;2;przeciêtny;;
lemon squeezer;7;n;2;wyciskacz do cytryn;;
definitely;7;adv;2;definitywnie;;
exhibition;7;n;2;wystawa;;
trendsetter;7;n;3;prekursor;dyktator mody;
entry form;7;n;3;formularz zg³oszeniowy;;
award;7;n;2;nagroda;;
judge;7;n;2;sêdzia;;
durable;7;adj;2;trwa³y;;
prototype;7;n;1;prototyp;;
outstanding;7;adj;3;wybitny;wyró¿niaj¹cy siê;
to consider;7;v;2;rozwa¿yæ;;
deadline;7;n;2;nieprzekraczalny termin;;
spotlight;7;n;3;reflektor kierunkowy;;
blow-up pillow;7;n;3;nadmuchiwana poduszka;;
heater;7;n;2;grzejnik;;
solid;7;adj;2;lity;trwa³y;
advice;7;n;2;rada;;
tune;7;n;2;melodia;;
apostrophe;7;n;3;apostrof;;
to weigh;7;v;2;wa¿yæ;;
signal;7;n;1;sygna³;;
display;7;n;3;wyœwietlacz;;
consequently;7;adv;3;w konsekwencji;;
moreover;7;adv;3;co wiêcej;;
call reception;7;n;3;zasiêg sygna³u;;
thoroughly;7;adv;3;gruntownie;;
reliability;7;n;2;niezawodnoœæ;;
shutter;7;n;3;migawka;;
viewfinder;7;n;3;wizjer;;
below;7;adv;2;poni¿ej;;
lens;7;n;3;soczewka;;
